0.6,0,3.1416,0.20499,-0.00028284
0.56925,6.52E-07,3.1416,0.20492,-0.0028977
0.53851,8.64E-06,3.1411,0.17171,-1.2558
0.51291,0.0024397,2.9527,0.20498,-0.00051
0.48271,0.008213,2.9527,0.18574,-0.72639
0.45568,0.014925,2.8437,0.18131,-0.89343
0.4303,0.024623,2.7097,0.17574,-1.1033
0.40738,0.037584,2.5442,0.16894,-1.3593
0.38802,0.053868,2.3403,0.16128,-1.6388
0.37348,0.073128,2.0945,0.040081,-1.5827
0.37112,0.078641,1.8571,0.059366,-1.6521
0.36968,0.087406,1.6093,0.10185,-1.4298
0.37073,0.10262,1.3948,0.12661,-1.1539
0.37565,0.12094,1.2217,0.1406,-0.90792
0.38419,0.1402,1.0855,0.14778,-0.6963
0.39553,0.15924,0.98106,0.15034,-0.52234
0.4088,0.17747,0.90271,0.14995,-0.382
0.42323,0.19472,0.84541,0.14769,-0.26937
0.43826,0.21099,0.805,0.14424,-0.17851
0.45346,0.22638,0.77823,0.14003,-0.10422
0.46853,0.24101,0.76259,0.13531,-0.042192
0.48325,0.25499,0.75627,0.13025,0.011069
0.49745,0.26841,0.75793,0.12496,0.058385
0.51101,0.28135,0.76668,0.11951,0.10208
0.52383,0.29389,0.782,0.11397,0.1441
0.53582,0.30606,0.80361,0.10839,0.18614
0.54694,0.31792,0.83153,0.10281,0.22968
0.55714,0.3295,0.86598,0.097297,0.27613
0.56636,0.3408,0.9074,0.091894,0.32669
0.57458,0.35187,0.95641,0.086668,0.38242
0.58176,0.3627,1.0138,0.08169,0.44399
0.58789,0.37331,1.0804,0.077044,0.51143
0.59294,0.3837,1.1571,0.072822,0.58361
0.59689,0.39388,1.2446,0.069133,0.65776
0.59972,0.40386,1.3433,0.066087,0.72885
0.60142,0.41362,1.4526,0.06379,0.78959
0.60199,0.42316,1.5711,0.062326,0.8315
0.6014,0.43249,1.6958,0.061742,0.84736
0.59967,0.44158,1.8229,0.062031,0.83392
0.59679,0.45042,1.948,0.063166,0.79382
0.59278,0.459,2.067,0.065096,0.73435
0.58767,0.46731,2.1772,0.067761,0.66459
0.58147,0.47536,2.2769,0.071081,0.5926
0.5742,0.48316,2.3658,0.074951,0.52384
0.56588,0.49071,2.4444,0.07926,0.4613
