0.6,0,3.1416,0,0,0.46365,9.999,9.9998
0.56925,6.4542e-07,3.1416,0.025706,0.012856,0.46392,9.9934,9.9998
0.53851,7.5846e-06,3.1412,0.051366,0.025706,0.46475,6.8865,9.9997
0.51269,0.0023566,2.9606,0.07693,0.038545,0.46614,9.9981,9.9996
0.48245,0.0078937,2.9605,0.10235,0.051366,0.4681,7.959,9.9996
0.45565,0.014462,2.8421,0.12759,0.064163,0.47064,8.0349,9.9994
0.42968,0.024133,2.7281,0.15259,0.07693,0.47378,6.8468,9.999
0.40704,0.036645,2.5452,0.17731,0.089663,0.47755,6.8278,9.9981
0.38709,0.053056,2.3613,0.20171,0.10235,0.48197,5.6795,9.9874
0.37225,0.071954,2.1113,0.22573,0.115,0.48708,-0.037011,3.9836
0.36976,0.077473,1.8781,0.24934,0.12759,0.49292,0.53083,4.7773
0.36827,0.085476,1.6317,0.2725,0.14012,0.49953,2.876,6.5968
0.36896,0.099996,1.4158,0.29515,0.15259,0.50698,4.4715,7.4966
0.37337,0.11783,1.2403,0.31726,0.16499,0.51533,5.5026,7.8989
0.38139,0.1368,1.1013,0.33879,0.17731,0.52465,6.1563,8.0069
0.39227,0.15565,0.99391,0.35969,0.18955,0.53504,6.5326,7.9311
0.40514,0.17378,0.91277,0.37994,0.20171,0.54659,6.7173,7.7494
0.41926,0.19096,0.85288,0.39948,0.21377,0.55943,6.7717,7.5091
0.43405,0.20718,0.8101,0.4183,0.22573,0.57369,6.7368,7.2362
0.44909,0.22253,0.78112,0.43634,0.23759,0.58955,6.6415,6.9465
0.46405,0.2371,0.76342,0.45359,0.24934,0.60719,6.5033,6.6467
0.47872,0.25102,0.7551,0.47,0.26098,0.62684,6.3363,6.3416
0.49291,0.26438,0.75479,0.48554,0.2725,0.64877,6.1488,6.0325
0.50651,0.27726,0.76155,0.5002,0.28389,0.67328,5.9481,5.7205
0.51941,0.28972,0.77475,0.51394,0.29515,0.70075,5.7395,5.4062
0.53154,0.30183,0.79409,0.52673,0.30627,0.73162,5.5275,5.0897
0.54284,0.31361,0.81949,0.53856,0.31726,0.76641,5.3164,4.7715
0.55324,0.32511,0.85111,0.5494,0.3281,0.8057,5.11,4.452
0.56272,0.33635,0.88928,0.55922,0.33879,0.85022,4.9127,4.1324
0.57123,0.34735,0.93455,0.56802,0.34932,0.90076,4.7281,3.8138
0.57875,0.35811,0.9876,0.57578,0.35969,0.95823,4.5607,3.4983
0.58525,0.36866,1.0492,0.58248,0.3699,1.0236,4.4145,3.1892
0.59071,0.37899,1.1203,0.58812,0.37994,1.0978,4.2927,2.8912
0.59511,0.38912,1.2016,0.59267,0.3898,1.1816,4.1978,2.6113
0.59844,0.39904,1.2937,0.59613,0.39948,1.2757,4.1299,2.3594
0.60067,0.40876,1.3964,0.5985,0.40898,1.3798,4.0867,2.1482
0.6018,0.41828,1.5089,0.59977,0.4183,1.493,4.0626,1.9921
0.60182,0.42758,1.629,0.59993,0.42742,1.6133,4.0506,1.9041
0.60072,0.43667,1.7535,0.599,0.43634,1.7375,4.0452,1.8924
0.5985,0.44552,1.8785,0.59696,0.44507,1.8619,4.0445,1.9567
0.59518,0.45412,1.9996,0.59383,0.45359,1.9827,4.0528,2.0892
0.59078,0.46246,2.1135,0.58961,0.4619,2.0968,4.0781,2.277
0.5853,0.47055,2.218,0.58431,0.47,2.202,4.1279,2.5062
0.57878,0.47839,2.3121,0.57793,0.47788,2.2974,4.2068,2.7639
0.57122,0.48598,2.3958,0.57049,0.48554,2.3827,4.315,3.0395
0.56264,0.49334,2.4698,0.56201,0.49299,2.4585,4.4502,3.3253
0.55304,0.50047,2.5351,0.55249,0.5002,2.5255,4.608,3.6155
0.54245,0.50737,2.5927,0.54196,0.50719,2.5847,4.7845,3.9066
0.53088,0.51405,2.6436,0.53043,0.51394,2.6372,4.9751,4.1956
0.51834,0.52051,2.6888,0.51793,0.52045,2.6837,5.1759,4.4809
0.50487,0.52673,2.7292,0.50447,0.52673,2.7252,5.3837,4.7608
0.49047,0.53272,2.7653,0.49009,0.53277,2.7623,5.5956,5.0346
0.47517,0.53848,2.7978,0.47481,0.53856,2.7956,5.8089,5.3011
0.45901,0.544,2.8273,0.45866,0.5441,2.8257,6.0215,5.5596
0.442,0.54928,2.8541,0.44167,0.5494,2.853,6.2317,5.8093
0.42419,0.55431,2.8786,0.42386,0.55444,2.8779,6.4379,6.0499
0.40559,0.55909,2.9011,0.40528,0.55922,2.9007,6.6384,6.2802
0.38625,0.56362,2.9219,0.38595,0.56375,2.9217,6.8324,6.5002
0.3662,0.56789,2.9412,0.36591,0.56802,2.9411,7.0187,6.7092
0.34548,0.57191,2.9591,0.3452,0.57204,2.9592,7.1964,6.9068
0.32413,0.57567,2.9759,0.32386,0.57578,2.9761,7.3647,7.0924
0.30218,0.57916,2.9917,0.30192,0.57927,2.9919,7.5228,7.2657
0.27967,0.58238,3.0067,0.27943,0.58248,3.0069,7.6702,7.4262
0.25665,0.58534,3.0208,0.25643,0.58543,3.0211,7.8062,7.5738
0.23316,0.58803,3.0343,0.23295,0.58812,3.0345,7.9304,7.7079
0.20923,0.59046,3.0472,0.20905,0.59053,3.0475,8.0423,7.8284
0.18493,0.5926,3.0596,0.18476,0.59267,3.0599,8.1416,7.935
0.16028,0.59448,3.0716,0.16013,0.59453,3.0718,8.2279,8.0274
0.13534,0.59608,3.0832,0.13521,0.59613,3.0835,8.301,8.1055
0.11015,0.59741,3.0946,0.11004,0.59745,3.0948,8.3606,8.1691
0.084758,0.59846,3.1057,0.084672,0.5985,3.1059,8.4062,8.2177
0.059211,0.59924,3.1166,0.059145,0.59927,3.1168,8.4386,8.2522
0.033554,0.59974,3.1274,0.03351,0.59977,3.1276,8.4568,8.2716
0.0078349,0.59997,3.1382,0.0078125,0.59999,3.1383,8.4611,8.2762
-0.017898,0.59992,3.1489,-0.017899,0.59993,3.1491,8.4514,8.2659
-0.043599,0.59959,3.1597,-0.043577,0.5996,3.1598,8.4277,8.2407
-0.069219,0.59899,3.1705,-0.069176,0.599,3.1706,8.3902,8.2008
-0.094713,0.59811,3.1815,-0.094647,0.59812,3.1816,8.3392,8.1465
-0.12003,0.59696,3.1927,-0.11995,0.59696,3.1928,8.2741,8.0769
-0.14513,0.59553,3.2041,-0.14502,0.59554,3.2042,8.1959,7.9933
-0.16996,0.59383,3.2159,-0.16983,0.59383,3.216,8.1045,7.8953
-0.19448,0.59186,3.228,-0.19433,0.59186,3.2281,8.0003,7.7833
-0.21865,0.58961,3.2406,-0.21847,0.58961,3.2407,7.8836,7.6575
-0.24241,0.58709,3.2537,-0.24222,0.5871,3.2539,7.7549,7.5181
-0.26573,0.5843,3.2675,-0.26551,0.58431,3.2676,7.6145,7.3654
-0.28855,0.58125,3.2819,-0.28832,0.58125,3.2821,7.4631,7.1998
-0.31085,0.57792,3.2972,-0.3106,0.57793,3.2974,7.3012,7.0215
-0.33258,0.57433,3.3134,-0.33231,0.57434,3.3136,7.1295,6.8311
